"id","education","experience","major","gender","country","salary"
1028,"Bachelors",2,"Others","Woman","Italy","Less than $20,000"
1029,"Masters",3,"Others","Woman","USA","$60k - $80k"
1030,"Masters",3,"Others","Woman","Others","Less than $20,000"
1031,"Bachelors",0,"Others","Woman","Others","$20k - $40k"
1032,"Bachelors",3,"Others","Woman","USA","$60k - $80k"
1033,"Masters",3,"Others","Woman","France","$60k - $80k"
1034,"Others",5,"Others","Woman","Canada","$60k - $80k"
1035,"Masters",2.5,"Others","Woman","USA","$60k - $80k"
1036,"Masters",2,"Others","Woman","USA","$60k - $80k"
1037,"Masters",4,"Mathematics","Woman","USA","$120k - $140k"
1038,"Bachelors",20,"Business","Woman","Others","$200k+"
1039,"Masters",6,"Others","Woman","USA","$60k - $80k"
1040,"PhD",0,"Others","Woman","USA","$200k+"
1041,"PhD",3,"Others","Woman","United Kingdom","$20k - $40k"
1042,"Bachelors",1,"Others","Woman","USA","Less than $20,000"
1043,"Bachelors",2,"Others","Woman","USA","$60k - $80k"
1044,"Bachelors",0,"Others","Woman","Mexico","Less than $20,000"
1045,"Masters",7,"Others","Woman","United Kingdom","Others"
1046,"Masters",7,"Others","Woman","USA","$60k - $80k"
1047,"PhD",4,"Others","Woman","USA","$60k - $80k"
1048,"Bachelors",5,"Others","Woman","USA","$60k - $80k"
1049,"PhD",15,"Others","Woman","USA","$80k - $100k"
1050,"Masters",2,"Others","Woman","USA","$40k - $60k"
1051,"Bachelors",0,"Others","Woman","USA","$40k - $60k"
1052,"Bachelors",10,"Others","Woman","India","$120k - $140k"
1053,"Masters",3,"Biology","Woman","USA","$60k - $80k"
1054,"PhD",10,"Others","Woman","USA","$80k - $100k"
1055,"Masters",4,"Others","Woman","United Kingdom","Others"
1056,"Bachelors",3,"Others","Woman","USA","$80k - $100k"
1057,"Masters",3,"Others","Woman","USA","$40k - $60k"
1058,"Bachelors",3,"Others","Woman","Canada","$40k - $60k"
1059,"Bachelors",3,"Others","Woman","USA","$40k - $60k"
1060,"Bachelors",6,"Others","Woman","Canada","$80k - $100k"
1061,"Bachelors",2,"Others","Woman","Australia","$80k - $100k"
1062,"Others",5,"Others","Woman","Canada","$20k - $40k"
1063,"Masters",5,"Others","Woman","USA","$20k - $40k"
1064,"Others",0,"Others","Woman","USA","$20k - $40k"
1065,"Bachelors",3,"Others","Woman","USA","$20k - $40k"
1066,"PhD",0,"Biology","Woman","USA","$20k - $40k"
1067,"Others",1,"Others","Woman","USA","Less than $20,000"
1068,"Bachelors",10,"Advertising","Woman","USA","$80k - $100k"
1069,"Others",0,"Illustration","Woman","Canada","$40k - $60k"
1070,"Others",3,"Biology","Woman","USA","$80k - $100k"
1071,"PhD",10,"Others","Woman","USA","$180k - $200k"
1072,"Bachelors",10,"Others","Woman","USA","$160k - $180k"
1073,"Masters",12,"Others","Woman","Others","$60k - $80k"
1074,"Masters",0,"Others","Woman","USA","$40k - $60k"
1075,"Masters",2,"Others","Woman","USA","$80k - $100k"
1076,"Bachelors",20,"Others","Woman","United Kingdom","$40k - $60k"
1077,"Masters",2,"Others","Woman","USA","$40k - $60k"
1078,"Masters",3,"Others","Woman","Canada","$80k - $100k"
1079,"Masters",0.5,"Others","Woman","India","Less than $20,000"
1080,"Others",0,"Others","Woman","United Kingdom","$40k - $60k"
1081,"Masters",5,"Others","Woman","Australia","$100k - $120k"
1082,"Bachelors",8,"Others","Woman","USA","$100k - $120k"
1083,"PhD",3,"Others","Woman","United Kingdom","$40k - $60k"
1084,"Bachelors",2,"Others","Woman","USA","$60k - $80k"
1085,"Masters",1,"Others","Woman","Others","Less than $20,000"
1086,"Others",10,"Others","Woman","Italy","$40k - $60k"
1087,"Others",4,"Others","Woman","USA","$60k - $80k"
1088,"Masters",0.4,"Others","Woman","United Kingdom","$20k - $40k"
1089,"Bachelors",1,"Economics","Woman","Mexico","Less than $20,000"
1090,"Masters",4,"Others","Woman","USA","$120k - $140k"
1091,"PhD",8,"Others","Woman","USA","$100k - $120k"
1092,"Masters",3,"Others","Woman","USA","$60k - $80k"
1093,"Masters",5,"Others","Woman","USA","$80k - $100k"
1094,"Masters",1,"Others","Woman","Others","$40k - $60k"
1095,"Masters",0.5,"Others","Woman","Others","Less than $20,000"
1096,"Masters",2,"Others","Woman","USA","$60k - $80k"
1097,"Masters",3,"Others","Woman","USA","$60k - $80k"
1098,"Masters",10,"Others","Woman","Brazil","Less than $20,000"
1099,"Masters",3,"Others","Woman","Germany","$40k - $60k"
1100,"Masters",6,"Others","Woman","Others","$20k - $40k"
1101,"Masters",1,"Others","Woman","Others","Less than $20,000"
1102,"Masters",20,"Business Administration","Woman","Spain","$20k - $40k"
1103,"Others",20,"Others","Woman","USA","$140k - $160k"
1104,"Masters",0,"Others","Woman","United Kingdom","$40k - $60k"
1105,"Masters",10,"Biology","Woman","USA","$40k - $60k"
1106,"Masters",4,"Others","Woman","USA","$60k - $80k"
1107,"Bachelors",20,"Others","Woman","United Kingdom","$40k - $60k"
1108,"PhD",1,"Others","Woman","Mexico","Less than $20,000"
1109,"PhD",2,"Others","Woman","Others","$20k - $40k"
1110,"Bachelors",1,"Others","Woman","United Kingdom","$20k - $40k"
1111,"Masters",2,"Others","Woman","Argentina","Less than $20,000"
1112,"Bachelors",5,"Others","Woman","Mexico","Less than $20,000"
1113,"PhD",10,"Others","Woman","USA","$40k - $60k"
1114,"PhD",2,"Biology","Woman","USA","$40k - $60k"
1115,"PhD",0,"Others","Woman","Australia","$80k - $100k"
1116,"PhD",4,"Others","Woman","Spain","Less than $20,000"
1117,"Others",0,"Others","Woman","Others","Less than $20,000"
1118,"Bachelors",4,"Mathematics","Woman","USA","$60k - $80k"
1119,"Masters",4,"Others","Woman","Others","$180k - $200k"
1120,"Masters",6,"Others","Woman","USA","Others"
1121,"Masters",20,"Others","Woman","USA","$100k - $120k"
1122,"Masters",2,"Others","Woman","USA","$100k - $120k"
1123,"Masters",1,"Others","Woman","Others","$60k - $80k"
1124,"Masters",1,"Others","Woman","Germany","$20k - $40k"
1125,"Bachelors",0,"Others","Woman","Canada","$100k - $120k"
1126,"Masters",5,"Others","Woman","Spain","$40k - $60k"
1127,"Bachelors",0,"Others","Woman","USA","$140k - $160k"
1128,"PhD",30,"Physics","Woman","USA","$200k+"
1129,"PhD",28,"Others","Woman","Canada","$200k+"
1130,"Masters",15,"Others","Woman","USA","$80k - $100k"
1131,"PhD",15,"Others","Woman","USA","$60k - $80k"
1132,"Masters",1.5,"Others","Woman","USA","$20k - $40k"
1133,"Masters",0,"Others","Woman","USA","$40k - $60k"
1134,"Others",0,"Others","Woman","USA","$120k - $140k"
1135,"Masters",2,"Others","Woman","USA","$60k - $80k"
1136,"Bachelors",4,"Economics","Woman","USA","$40k - $60k"
1137,"Bachelors",1,"Others","Woman","Others","Others"
1138,"Bachelors",0,"Others","Woman","United Kingdom","$20k - $40k"
1139,"Masters",15,"Others","Woman","USA","$60k - $80k"
1140,"Masters",4,"Others","Woman","Others","$20k - $40k"
1141,"Masters",3,"Others","Woman","USA","$40k - $60k"
1142,"Masters",2,"Economics","Woman","USA","$40k - $60k"
1143,"Bachelors",2,"Others","Woman","USA","$40k - $60k"
1144,"Masters",2,"Others","Woman","USA","$80k - $100k"
1145,"Masters",2,"Others","Woman","USA","$60k - $80k"
1146,"Masters",2,"Others","Woman","USA","$40k - $60k"
1147,"PhD",3,"Others","Woman","USA","$80k - $100k"
1148,"Masters",1,"Others","Woman","Germany","$40k - $60k"
1149,"PhD",1.5,"Others","Woman","Germany","$20k - $40k"
1150,"Bachelors",2,"Others","Woman","USA","$40k - $60k"
1151,"PhD",15,"Others","Woman","USA","$60k - $80k"
1152,"Masters",5,"Biology","Woman","Canada","$60k - $80k"
1153,"Masters",5,"Others","Woman","USA","$40k - $60k"
1154,"Masters",3,"Others","Woman","USA","$60k - $80k"
1155,"PhD",6,"Others","Woman","Others","$60k - $80k"
1156,"PhD",12,"Physics","Woman","USA","$60k - $80k"
1157,"Masters",3,"Others","Woman","Spain","$20k - $40k"
1158,"Bachelors",3,"Others","Woman","Others","$20k - $40k"
1159,"PhD",3,"Others","Woman","France","$20k - $40k"
1160,"Masters",2,"Others","Woman","Others","Less than $20,000"
1161,"Masters",1,"Others","Woman","USA","$40k - $60k"
1162,"Masters",2,"Others","Woman","India","$100k - $120k"
1163,"Masters",10,"Others","Woman","USA","$20k - $40k"
1164,"Masters",0,"Others","Woman","Canada","$80k - $100k"
1165,"Masters",15,"Others","Woman","Germany","$40k - $60k"
1166,"Masters",0,"Others","Woman","Others","$60k - $80k"
1167,"Masters",2,"Business","Woman","USA","$60k - $80k"
1168,"Bachelors",3,"Others","Woman","USA","$40k - $60k"
1169,"Others",1,"Others","Woman","Australia","$80k - $100k"
1170,"Masters",2.5,"Economics","Woman","United Kingdom","$40k - $60k"
1171,"Bachelors",11,"Others","Woman","Others","$80k - $100k"
1172,"Masters",0,"Others","Woman","United Kingdom","$40k - $60k"
1173,"Others",5,"Others","Woman","USA","$100k - $120k"
1174,"PhD",16,"Others","Woman","USA","$200k+"
1175,"Masters",4,"Others","Woman","USA","$80k - $100k"
1176,"PhD",1.5,"Others","Woman","USA","$100k - $120k"
1177,"Bachelors",7,"Others","Woman","USA","$120k - $140k"
1178,"Others",5,"Others","Woman","USA","$140k - $160k"
1179,"Masters",3,"Economics","Woman","USA","$80k - $100k"
1180,"Bachelors",6,"Philosophy","Woman","United Kingdom","$20k - $40k"
1181,"Masters",5,"Others","Woman","United Kingdom","$40k - $60k"
1182,"PhD",2,"Others","Woman","USA","$120k - $140k"
1183,"Masters",0,"Others","Woman","Others","Less than $20,000"
1184,"Masters",10,"Others","Woman","Argentina","$20k - $40k"
1185,"Masters",2,"Others","Woman","Others","$60k - $80k"
1186,"Masters",6,"Others","Woman","USA","$60k - $80k"
1187,"PhD",0.3,"Others","Woman","Others","$60k - $80k"
1188,"PhD",9,"Others","Woman","USA","$120k - $140k"
1189,"Bachelors",3,"Industrial Design","Woman","USA","$60k - $80k"
1190,"Bachelors",25,"Others","Woman","USA","$100k - $120k"
1191,"Others",2,"Others","Woman","USA","$60k - $80k"
1192,"Bachelors",0,"Others","Woman","USA","$80k - $100k"
1193,"Masters",4,"Others","Woman","Others","$40k - $60k"
1194,"Masters",1,"Others","Woman","France","$20k - $40k"
1195,"PhD",5,"Others","Woman","USA","$140k - $160k"
1196,"Bachelors",5,"Others","Woman","Australia","$80k - $100k"
1197,"Masters",1,"Others","Woman","USA","$120k - $140k"
1198,"Bachelors",6,"Others","Woman","USA","$60k - $80k"
1199,"Bachelors",2,"Others","Woman","USA","$200k+"
1200,"Masters",3,"Physics","Woman","USA","$100k - $120k"
1201,"Bachelors",3,"Others","Woman","United Kingdom","$20k - $40k"
1202,"Bachelors",1,"Others","Woman","United Kingdom","Less than $20,000"
1203,"Bachelors",1,"Physics","Woman","Others","Less than $20,000"
1204,"Bachelors",0,"Others","Woman","Others","Less than $20,000"
1205,"Bachelors",3,"Engineering","Woman","United Kingdom","Others"
1206,"Bachelors",1,"Others","Woman","United Kingdom","Less than $20,000"
1207,"Bachelors",2,"Others","Woman","Others","$100k - $120k"
1208,"Masters",3,"Others","Woman","USA","$60k - $80k"
1209,"Bachelors",3,"Others","Woman","USA","$60k - $80k"
1210,"Bachelors",6,"Others","Woman","USA","$100k - $120k"
1211,"Masters",5,"Others","Woman","USA","$80k - $100k"
1212,"Masters",0,"Others","Woman","USA","Less than $20,000"
1213,"Masters",1,"Others","Woman","USA","Others"
1214,"Masters",3,"Others","Woman","USA","$80k - $100k"
1215,"Others",0,"Others","Woman","Australia","Others"
1216,"Bachelors",2,"Others","Woman","USA","$60k - $80k"
1217,"Bachelors",7,"Others","Woman","USA","$120k - $140k"
1218,"Masters",10,"Others","Woman","USA","$140k - $160k"
1219,"Masters",20,"Others","Woman","Canada","$140k - $160k"
1220,"Masters",3,"Others","Woman","USA","$60k - $80k"
1221,"PhD",3,"Others","Woman","Australia","$80k - $100k"
1222,"Bachelors",1,"Others","Woman","USA","$40k - $60k"
1223,"PhD",2,"Others","Woman","USA","$80k - $100k"
1224,"Masters",0,"Others","Woman","Others","Others"
1225,"Masters",0.5,"Others","Woman","Others","Less than $20,000"
1226,"Bachelors",5,"Others","Woman","USA","$200k+"
1227,"Masters",1,"Others","Woman","France","$20k - $40k"
1228,"Masters",3,"Others","Woman","USA","$60k - $80k"
1229,"Masters",3,"Others","Woman","USA","$60k - $80k"
1230,"Bachelors",2,"Others","Woman","Canada","$60k - $80k"
1231,"Masters",5,"Business","Woman","USA","$60k - $80k"
1232,"Bachelors",0,"Others","Woman","USA","$180k - $200k"
1233,"Bachelors",4,"Others","Woman","USA","$60k - $80k"
1234,"Masters",0,"Others","Woman","USA","$120k - $140k"
1235,"Bachelors",25,"Others","Woman","Canada","$100k - $120k"
1236,"Masters",4,"Engineering","Woman","USA","$80k - $100k"
1237,"Bachelors",6,"Others","Woman","USA","$120k - $140k"
1238,"Bachelors",15,"Others","Woman","Mexico","$20k - $40k"
1239,"Bachelors",15,"Others","Woman","Australia","$100k - $120k"
1240,"Bachelors",2,"Biology","Woman","USA","$20k - $40k"
1241,"Masters",4,"Others","Woman","USA","$60k - $80k"
1242,"Masters",2,"Data Science","Woman","USA","$40k - $60k"
1243,"Others",1,"Biology","Woman","Others","Less than $20,000"
1244,"Others",4,"Others","Woman","Others","$40k - $60k"
1245,"PhD",3,"Others","Woman","Spain","$20k - $40k"
1246,"PhD",6,"Others","Woman","USA","$40k - $60k"
1247,"Masters",9,"Others","Woman","India","$140k - $160k"
1248,"Others",25,"Others","Woman","USA","$60k - $80k"
1249,"Bachelors",2,"Others","Woman","Germany","$40k - $60k"
1250,"Masters",2,"Others","Woman","Spain","Others"
1251,"Others",1,"Others","Woman","Germany","Less than $20,000"
1252,"Masters",6,"Others","Woman","USA","$80k - $100k"
1253,"Masters",1,"Others","Woman","Others","Less than $20,000"
1254,"Others",5,"Others","Woman","USA","Others"
1255,"Masters",0,"Others","Woman","Others","$20k - $40k"
1256,"Bachelors",3,"English","Woman","United Kingdom","$20k - $40k"
1257,"Bachelors",7,"Others","Woman","Others","$140k - $160k"
1258,"Others",7,"Others","Woman","USA","$120k - $140k"
1259,"Masters",0,"Others","Woman","Others","$40k - $60k"
1260,"Masters",1,"Others","Woman","USA","$40k - $60k"
1261,"Masters",3,"Others","Woman","India","Less than $20,000"
1262,"Masters",5,"Others","Woman","Italy","$20k - $40k"
1263,"Masters",1.5,"Others","Woman","United Kingdom","$20k - $40k"
1264,"Bachelors",4,"Others","Woman","USA","Others"
1265,"Masters",4,"Others","Woman","Netherlands","$100k - $120k"
1266,"Masters",1.5,"Others","Woman","France","Less than $20,000"
1267,"Others",6,"Others","Woman","USA","$120k - $140k"
1268,"Bachelors",6,"Others","Woman","Spain","$20k - $40k"
1269,"Masters",2,"Economics","Woman","USA","$180k - $200k"
1270,"Bachelors",20,"Industrial Design","Woman","USA","$200k+"
1271,"Masters",1,"Others","Woman","Others","$40k - $60k"
1272,"Masters",1,"Others","Woman","United Kingdom","$20k - $40k"
1273,"Masters",2,"Others","Woman","Others","$40k - $60k"
1274,"PhD",3,"Others","Woman","USA","$80k - $100k"
1275,"PhD",2,"Others","Woman","Others","$20k - $40k"
1276,"Masters",1,"Others","Woman","USA","$40k - $60k"
1277,"Masters",3,"Others","Woman","Canada","$60k - $80k"
1278,"Masters",15,"Economics","Woman","USA","$200k+"
1279,"Bachelors",15,"Others","Woman","USA","$40k - $60k"
1280,"Masters",2,"Others","Woman","USA","$40k - $60k"
1281,"Masters",0,"Others","Woman","Germany","Less than $20,000"
1282,"Masters",1,"Others","Woman","USA","Less than $20,000"
1283,"Bachelors",3,"Others","Woman","Others","Less than $20,000"
1284,"Masters",2,"Others","Woman","Australia","$80k - $100k"
1285,"Bachelors",1,"Others","Woman","USA","$40k - $60k"
1286,"Bachelors",1,"Others","Woman","Italy","Less than $20,000"
1287,"Bachelors",1,"Others","Woman","Others","Less than $20,000"
1288,"Masters",2,"Others","Woman","Mexico","Less than $20,000"
1289,"PhD",4,"Others","Woman","Others","$40k - $60k"
1290,"Bachelors",2,"Others","Woman","Others","Less than $20,000"
1291,"PhD",10,"Others","Woman","Others","$20k - $40k"
1292,"Bachelors",3,"Others","Woman","Others","$40k - $60k"
1293,"Masters",4,"Others","Woman","Others","$80k - $100k"
1294,"Masters",5,"Others","Woman","Others","$200k+"
1295,"PhD",0,"Others","Woman","USA","$20k - $40k"
1296,"Bachelors",10,"Others","Woman","USA","$120k - $140k"
1297,"Masters",3,"Others","Woman","USA","Less than $20,000"
1298,"PhD",5,"Others","Woman","USA","$160k - $180k"
1299,"PhD",25,"Others","Woman","USA","$200k+"
1300,"Masters",3,"Others","Woman","USA","$80k - $100k"
1301,"PhD",1,"Others","Woman","Others","$80k - $100k"
1302,"PhD",3,"Biology","Woman","Canada","$60k - $80k"
1303,"Masters",4,"Others","Woman","USA","$100k - $120k"
1304,"Others",11,"Others","Woman","USA","$120k - $140k"
1305,"Bachelors",2,"Advertising","Woman","USA","$100k - $120k"
1306,"Bachelors",7,"Others","Woman","USA","$140k - $160k"
1307,"Bachelors",12,"Others","Woman","USA","$120k - $140k"
1308,"PhD",7,"Others","Woman","USA","$20k - $40k"
1309,"Others",0,"Others","Woman","USA","Less than $20,000"
1310,"Masters",3,"Others","Woman","USA","$60k - $80k"
1311,"Masters",5,"Others","Woman","USA","$100k - $120k"
1312,"Others",3,"Others","Woman","Spain","$20k - $40k"
1313,"Others",7,"Others","Woman","USA","$100k - $120k"
1314,"Masters",0,"Engineering","Woman","USA","Others"
1315,"Masters",4,"Engineering","Woman","United Kingdom","Others"
1316,"Others",0,"Others","Woman","Others","$20k - $40k"
1317,"Bachelors",0.5,"Others","Woman","USA","$40k - $60k"
1318,"Masters",11,"Others","Woman","Germany","$100k - $120k"
1319,"Masters",2,"Others","Woman","USA","Others"
1320,"Bachelors",2,"Others","Woman","Canada","Less than $20,000"
1321,"PhD",0,"Others","Woman","Others","$140k - $160k"
1322,"Others",8,"Others","Woman","Others","$140k - $160k"
1323,"Masters",4,"Others","Woman","USA","Others"
1324,"Masters",0,"Others","Woman","Others","Less than $20,000"
1325,"Others",9,"Others","Woman","USA","$80k - $100k"
1326,"Masters",2,"Others","Woman","USA","$40k - $60k"
1327,"Masters",2,"Others","Woman","USA","$80k - $100k"
1328,"Bachelors",5,"English","Woman","USA","$160k - $180k"
1329,"Masters",0,"Others","Woman","Others","$40k - $60k"
1330,"Masters",8,"Others","Others","Canada","$80k - $100k"
1331,"Masters",2,"Others","Others","Others","Others"
1332,"Masters",3,"Others","Prefer not to say","USA","$80k - $100k"
1333,"Bachelors",0,"Others","Others","Others","$140k - $160k"
1334,"Others",0,"Others","Others","Others","Less than $20,000"
1335,"Masters",7,"Others","Others","USA","$60k - $80k"
1336,"Others",0,"Others","Others","Others","$80k - $100k"
1337,"Others",0,"Others","Others","Others","$40k - $60k"
1338,"Others",0,"Others","Others","Others","$100k - $120k"
1339,"Others",0,"Others","Others","Others","$140k - $160k"
1340,"Bachelors",2,"Others","Others","Others","$60k - $80k"
1341,"PhD",10,"Others","Others","USA","Others"
1342,"Bachelors",10,"Others","Others","USA","$140k - $160k"
1343,"Masters",12,"Others","Others","Argentina","Less than $20,000"
1344,"Bachelors",0,"Others","Others","Others","$200k+"
1345,"PhD",1,"Others","Others","Brazil","Less than $20,000"
1346,"Others",0,"Others","Others","Others","$80k - $100k"
1347,"Others",0,"Others","Others","Others","Others"
1348,"Others",0,"Others","Others","Others","$80k - $100k"
1349,"Masters",0,"Mathematics","Others","Others","$20k - $40k"
1350,"Others",0,"Others","Others","Others","$40k - $60k"
1351,"Masters",0,"Others","Others","USA","Others"
1352,"Others",0,"Others","Others","Others","$200k+"
1353,"Others",0,"Others","Others","Others","$80k - $100k"
1354,"Masters",7,"Others","Others","Others","$60k - $80k"
1355,"PhD",2,"Others","Others","Mexico","$60k - $80k"
1356,"PhD",8,"Others","Others","Others","$40k - $60k"
1357,"Masters",4,"Others","Others","USA","$60k - $80k"
1358,"Bachelors",5,"Others","Others","Others","Others"
1359,"Others",0,"Others","Others","Others","$20k - $40k"
